               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  20,            0.056495,            0.063202,             0.01902,             0.80781,             0.61215,             0.62718,             0.35273,            0.060285,            0.031704,            0.014667,            0.008746,            0.008746,            0.008746
                  21,            0.055854,            0.065631,            0.020034,             0.69039,              0.5874,             0.60303,              0.3344,            0.059645,            0.031656,            0.013431,             0.00868,             0.00868,             0.00868
                  22,            0.054363,            0.060478,             0.01823,             0.69909,             0.48332,             0.66277,             0.33067,            0.055795,            0.031734,            0.013749,            0.008614,            0.008614,            0.008614
                  23,            0.056291,            0.060829,            0.017791,             0.72614,             0.66481,             0.72272,              0.4271,            0.047957,            0.030039,            0.012671,            0.008548,            0.008548,            0.008548
                  24,            0.052567,             0.06401,            0.015797,               0.644,             0.60472,             0.66147,             0.32132,            0.057866,            0.029405,            0.011893,            0.008482,            0.008482,            0.008482
                  25,            0.050978,            0.058676,            0.016304,             0.43289,             0.47804,             0.49603,             0.19871,            0.054889,            0.029216,            0.011716,            0.008416,            0.008416,            0.008416
                  26,            0.052215,            0.059413,            0.016349,             0.52784,             0.65741,             0.68257,             0.33167,            0.053719,            0.027377,           0.0099724,             0.00835,             0.00835,             0.00835
                  27,            0.048801,            0.056021,            0.015159,              0.7211,             0.63519,             0.67245,             0.43472,            0.049819,            0.028878,           0.0094162,            0.008284,            0.008284,            0.008284
                  28,            0.050113,            0.058411,            0.013833,             0.78066,             0.67303,             0.69297,             0.44927,            0.048928,            0.027736,           0.0091919,            0.008218,            0.008218,            0.008218
                  29,            0.048208,            0.056017,            0.015108,             0.52171,                0.65,             0.57247,             0.30958,            0.051248,            0.028059,           0.0080669,            0.008152,            0.008152,            0.008152
                  30,            0.047056,             0.05811,            0.013789,             0.81677,             0.61611,             0.68599,             0.34205,            0.049007,            0.031889,           0.0086603,            0.008086,            0.008086,            0.008086
                  31,            0.043555,            0.055143,            0.013628,             0.70557,             0.66296,             0.55775,             0.26829,            0.046383,            0.028369,           0.0082615,             0.00802,             0.00802,             0.00802
                  32,            0.044962,            0.057449,            0.011944,             0.67097,             0.64815,             0.68843,             0.42007,            0.043277,            0.027874,           0.0078953,            0.007954,            0.007954,            0.007954
                  33,            0.044329,            0.059545,            0.013167,             0.46682,             0.66714,             0.49874,             0.23681,            0.047834,            0.027105,            0.007568,            0.007888,            0.007888,            0.007888
                  34,            0.046752,            0.058143,            0.012325,              0.4038,             0.65063,             0.63264,             0.33676,             0.04318,            0.032106,           0.0088634,            0.007822,            0.007822,            0.007822
                  35,            0.043118,             0.05712,            0.011184,             0.57387,             0.70556,             0.76555,             0.39467,            0.044962,            0.029144,           0.0068356,            0.007756,            0.007756,            0.007756
                  36,            0.043741,            0.058093,            0.012551,             0.59156,             0.72037,             0.63317,             0.34868,              0.0445,            0.028249,           0.0073402,             0.00769,             0.00769,             0.00769
                  37,            0.041484,            0.053508,            0.011719,             0.63952,             0.65556,             0.73899,              0.4748,            0.041187,            0.029065,           0.0069062,            0.007624,            0.007624,            0.007624
                  38,            0.041044,            0.057575,            0.011193,             0.55333,             0.66828,             0.65376,             0.35664,            0.048454,            0.031548,           0.0078323,            0.007558,            0.007558,            0.007558
                  39,             0.04167,            0.051741,            0.012672,              0.9035,             0.62441,             0.78065,             0.45483,            0.040773,            0.028729,           0.0060974,            0.007492,            0.007492,            0.007492
                  40,            0.042281,            0.057814,            0.011105,             0.64135,             0.71852,             0.77044,             0.50618,            0.044644,            0.029025,            0.006395,            0.007426,            0.007426,            0.007426
                  41,            0.042538,             0.05234,           0.0097933,              0.5706,             0.68961,             0.69783,             0.33659,            0.045248,            0.029019,           0.0071114,             0.00736,             0.00736,             0.00736
                  42,            0.041551,            0.053954,           0.0098908,             0.47131,             0.71379,             0.69955,             0.45473,            0.042131,            0.027413,            0.008725,            0.007294,            0.007294,            0.007294
                  43,            0.041782,            0.053098,            0.010261,             0.83769,             0.65194,             0.79396,             0.48808,            0.041756,            0.028203,           0.0089516,            0.007228,            0.007228,            0.007228
                  44,            0.042262,            0.050533,           0.0095484,             0.80371,             0.71919,             0.77037,             0.46952,            0.041555,            0.027864,           0.0088646,            0.007162,            0.007162,            0.007162
                  45,            0.039657,            0.051784,            0.010407,             0.60667,              0.7508,             0.60279,             0.34488,             0.04525,            0.027776,           0.0068264,            0.007096,            0.007096,            0.007096
                  46,            0.040919,            0.054214,            0.010375,             0.71159,             0.74284,             0.70967,             0.41141,            0.041119,            0.028159,           0.0069466,             0.00703,             0.00703,             0.00703
                  47,            0.041738,             0.05407,            0.010518,             0.64363,             0.73138,             0.74579,             0.34409,             0.04106,             0.02904,              0.0063,            0.006964,            0.006964,            0.006964
                  48,            0.040693,             0.05003,           0.0093237,             0.67986,             0.72623,             0.74867,             0.43921,            0.042561,            0.026557,           0.0056574,            0.006898,            0.006898,            0.006898
                  49,            0.040584,            0.050288,           0.0087856,             0.74739,             0.64199,             0.73468,             0.40803,            0.045295,             0.02673,           0.0048306,            0.006832,            0.006832,            0.006832
                  50,            0.040065,            0.050056,            0.010034,             0.83171,             0.68236,             0.75946,             0.42592,            0.044288,            0.026655,           0.0044506,            0.006766,            0.006766,            0.006766
                  51,             0.03866,            0.053185,            0.009658,             0.76284,             0.65811,             0.75809,             0.34637,            0.042387,            0.026518,            0.005139,              0.0067,              0.0067,              0.0067
                  52,            0.038466,            0.048672,            0.008993,             0.76407,             0.81111,             0.86134,             0.53947,            0.040064,            0.025986,           0.0046629,            0.006634,            0.006634,            0.006634
                  53,            0.036873,            0.051298,           0.0085424,             0.63379,             0.73843,             0.80135,             0.43915,            0.041989,             0.02659,           0.0066135,            0.006568,            0.006568,            0.006568
                  54,            0.037888,            0.048623,           0.0076788,             0.59327,             0.79424,             0.79302,              0.3758,            0.041056,            0.027246,           0.0058514,            0.006502,            0.006502,            0.006502
                  55,            0.038415,            0.047784,           0.0083615,             0.68576,             0.76932,             0.79158,             0.46615,             0.04262,            0.027175,           0.0049261,            0.006436,            0.006436,            0.006436
                  56,            0.038073,            0.047827,            0.010349,             0.82452,             0.69431,             0.81143,             0.53028,            0.038019,            0.029256,           0.0040981,             0.00637,             0.00637,             0.00637
                  57,            0.035223,            0.050126,            0.009918,             0.69266,              0.7751,             0.78848,             0.42121,            0.039901,            0.030318,           0.0066187,            0.006304,            0.006304,            0.006304
                  58,            0.035584,             0.04754,           0.0091476,             0.64844,             0.78486,             0.75663,             0.45273,            0.041474,            0.030324,            0.006451,            0.006238,            0.006238,            0.006238
                  59,            0.037172,            0.047428,           0.0091391,             0.71636,             0.76881,             0.82469,             0.53887,            0.039929,            0.028974,           0.0049559,            0.006172,            0.006172,            0.006172
                  60,            0.036666,            0.049081,           0.0077667,             0.77123,             0.74949,              0.8475,             0.56019,            0.038949,             0.02806,            0.005191,            0.006106,            0.006106,            0.006106
                  61,             0.03642,             0.04925,           0.0088641,             0.63913,             0.70202,             0.74643,              0.4565,             0.04213,            0.030587,           0.0050497,             0.00604,             0.00604,             0.00604
                  62,            0.036669,             0.04886,           0.0084397,             0.74793,             0.70175,             0.80651,             0.55978,            0.038359,            0.028214,           0.0040684,            0.005974,            0.005974,            0.005974
                  63,            0.035547,            0.046685,           0.0087394,             0.78354,             0.71485,             0.83143,             0.44803,             0.03807,            0.029345,           0.0050022,            0.005908,            0.005908,            0.005908
                  64,            0.034693,            0.045485,           0.0088215,             0.68207,             0.79368,             0.82787,             0.55183,            0.037788,            0.027365,           0.0038555,            0.005842,            0.005842,            0.005842
                  65,            0.035044,            0.048243,           0.0090658,             0.68938,             0.78934,             0.81906,             0.43211,            0.041241,            0.025701,           0.0036801,            0.005776,            0.005776,            0.005776
                  66,            0.034838,             0.04774,           0.0077079,             0.72215,             0.79381,             0.86009,             0.52696,            0.036957,            0.026588,           0.0034289,             0.00571,             0.00571,             0.00571
                  67,            0.033795,            0.044803,           0.0071475,             0.72965,              0.7711,             0.83505,             0.51837,            0.036622,            0.027164,             0.00319,            0.005644,            0.005644,            0.005644
                  68,            0.035373,            0.045466,           0.0070499,             0.76552,             0.75859,             0.85656,             0.56594,            0.038773,            0.027695,           0.0034241,            0.005578,            0.005578,            0.005578
                  69,            0.035232,            0.047997,           0.0075331,             0.76294,             0.75893,              0.7935,             0.55487,            0.039368,             0.03083,           0.0033829,            0.005512,            0.005512,            0.005512
                  70,            0.032581,            0.045663,           0.0078782,             0.63941,             0.80741,             0.84943,             0.53014,            0.038853,            0.029307,           0.0038475,            0.005446,            0.005446,            0.005446
                  71,            0.033165,            0.044221,           0.0064575,             0.78091,               0.753,             0.84035,             0.57534,            0.037982,            0.029014,           0.0038255,             0.00538,             0.00538,             0.00538
                  72,            0.034148,            0.047927,           0.0074944,              0.7741,             0.75675,             0.84046,             0.57866,            0.037838,            0.027925,           0.0035903,            0.005314,            0.005314,            0.005314
                  73,            0.033003,            0.043904,           0.0068534,             0.75528,              0.7624,             0.83732,             0.52417,            0.041982,            0.027143,           0.0036223,            0.005248,            0.005248,            0.005248
                  74,            0.033949,            0.043965,           0.0077955,             0.69132,             0.80904,             0.85244,             0.55257,            0.040276,            0.028705,           0.0043859,            0.005182,            0.005182,            0.005182
                  75,            0.032134,             0.04614,            0.007386,              0.7256,             0.76622,             0.82853,             0.54837,            0.040093,            0.028261,           0.0035583,            0.005116,            0.005116,            0.005116
                  76,            0.033083,            0.040773,           0.0080064,             0.68165,             0.70552,             0.80949,             0.54194,            0.038947,            0.027628,           0.0035625,             0.00505,             0.00505,             0.00505
                  77,            0.032783,            0.047577,           0.0076752,             0.74526,             0.72172,             0.80148,             0.45051,            0.042304,            0.028955,           0.0038635,            0.004984,            0.004984,            0.004984
                  78,            0.030743,            0.043543,           0.0064385,             0.75616,             0.76526,             0.84285,             0.50968,            0.041766,            0.028373,           0.0034155,            0.004918,            0.004918,            0.004918
                  79,            0.033044,            0.045596,           0.0079827,             0.78397,             0.76482,             0.85699,             0.54265,            0.040289,            0.028651,           0.0040126,            0.004852,            0.004852,            0.004852
                  80,            0.030363,            0.043797,           0.0070704,             0.70659,             0.80607,             0.86944,             0.56398,            0.037946,            0.027759,           0.0032613,            0.004786,            0.004786,            0.004786
                  81,            0.030461,            0.044302,           0.0071857,             0.73563,             0.74845,             0.86418,             0.58225,            0.039122,            0.026864,           0.0033543,             0.00472,             0.00472,             0.00472
                  82,              0.0305,            0.041012,           0.0063274,             0.83381,             0.71645,             0.80981,             0.57636,             0.04031,            0.029772,           0.0043459,            0.004654,            0.004654,            0.004654
                  83,            0.031266,            0.047214,            0.006925,             0.90821,             0.65439,             0.83934,             0.53021,            0.039107,            0.027396,           0.0039734,            0.004588,            0.004588,            0.004588
                  84,            0.032493,            0.043767,           0.0068963,             0.92787,             0.68728,             0.83994,             0.55479,            0.037456,            0.027457,           0.0033525,            0.004522,            0.004522,            0.004522
                  85,            0.030291,            0.043679,           0.0069183,             0.91603,               0.683,              0.8203,             0.55544,            0.039724,            0.028125,           0.0032043,            0.004456,            0.004456,            0.004456
                  86,            0.031579,            0.045797,           0.0070553,             0.92386,             0.68597,             0.80967,             0.55642,             0.04082,            0.030893,           0.0039677,             0.00439,             0.00439,             0.00439
                  87,            0.030675,              0.0485,            0.008167,             0.89956,             0.64278,              0.8293,             0.51274,            0.039899,            0.028771,           0.0030024,            0.004324,            0.004324,            0.004324
                  88,             0.03074,            0.043854,           0.0073637,             0.84593,              0.6326,             0.79876,             0.57691,            0.038235,            0.028615,           0.0030624,            0.004258,            0.004258,            0.004258
                  89,            0.030126,            0.047206,           0.0063344,             0.73954,             0.73205,             0.82313,             0.52207,            0.039921,            0.029043,           0.0029863,            0.004192,            0.004192,            0.004192
                  90,            0.031523,            0.042803,           0.0074659,             0.72168,             0.75784,             0.81119,             0.52753,            0.038412,            0.029737,           0.0029766,            0.004126,            0.004126,            0.004126
                  91,            0.030046,            0.044964,           0.0072427,             0.73002,             0.76175,             0.83369,             0.54772,            0.037551,            0.029263,           0.0028576,             0.00406,             0.00406,             0.00406
                  92,            0.029702,            0.044038,           0.0057973,             0.77405,             0.72501,             0.81934,             0.54311,            0.038383,            0.029219,           0.0028064,            0.003994,            0.003994,            0.003994
                  93,            0.031188,            0.043143,           0.0072227,             0.69389,             0.77633,             0.81943,             0.52407,            0.039888,            0.028565,           0.0030905,            0.003928,            0.003928,            0.003928
                  94,            0.028843,            0.040008,           0.0060693,             0.77406,             0.76299,             0.84504,             0.58266,            0.039208,            0.027527,           0.0034492,            0.003862,            0.003862,            0.003862
                  95,            0.028626,            0.040961,           0.0068725,             0.71667,             0.76029,              0.8407,             0.56628,            0.039597,            0.027111,           0.0039162,            0.003796,            0.003796,            0.003796
                  96,            0.029875,            0.043564,           0.0059414,             0.72985,             0.75998,             0.84752,             0.56669,            0.039743,            0.026629,           0.0041874,             0.00373,             0.00373,             0.00373
                  97,            0.031815,            0.043788,           0.0075651,             0.81041,             0.76917,              0.8464,             0.55723,            0.039056,            0.026303,           0.0036959,            0.003664,            0.003664,            0.003664
                  98,            0.028006,            0.046518,           0.0066843,             0.75354,             0.77612,             0.86176,             0.57594,            0.038538,            0.026155,           0.0027626,            0.003598,            0.003598,            0.003598
                  99,            0.029943,            0.042119,           0.0071267,             0.75609,             0.79963,             0.86539,             0.56438,            0.038643,            0.025702,           0.0026133,            0.003532,            0.003532,            0.003532
                 100,            0.027955,            0.042721,           0.0066424,             0.83339,             0.69367,             0.86523,               0.556,            0.039681,            0.026003,           0.0026138,            0.003466,            0.003466,            0.003466
                 101,            0.028368,            0.041514,           0.0059839,              0.7406,              0.7542,             0.86059,             0.56112,            0.038289,            0.026882,           0.0024902,              0.0034,              0.0034,              0.0034
                 102,            0.028071,            0.039609,           0.0064579,             0.69875,             0.80645,             0.82677,             0.53546,            0.039911,            0.028854,           0.0022325,            0.003334,            0.003334,            0.003334
                 103,             0.02849,            0.042079,           0.0063421,             0.70893,             0.80179,             0.84232,             0.55806,            0.038972,            0.027418,           0.0023572,            0.003268,            0.003268,            0.003268
                 104,            0.027459,            0.040936,           0.0067487,             0.71195,             0.80293,             0.85544,             0.56372,            0.038613,            0.026988,            0.002504,            0.003202,            0.003202,            0.003202
                 105,            0.028207,            0.042279,           0.0060822,             0.74744,             0.80192,             0.84112,             0.56823,            0.038153,            0.027373,           0.0021652,            0.003136,            0.003136,            0.003136
                 106,            0.029011,            0.043129,           0.0073223,             0.75208,             0.84917,             0.88367,             0.58828,            0.038572,            0.028296,           0.0031746,             0.00307,             0.00307,             0.00307
                 107,            0.027839,            0.043365,           0.0058726,             0.74951,             0.81133,             0.85402,             0.60532,            0.037271,            0.026956,           0.0021861,            0.003004,            0.003004,            0.003004
                 108,            0.027419,            0.039571,            0.005285,             0.74357,             0.79893,             0.85102,               0.602,            0.037893,            0.026919,           0.0022336,            0.002938,            0.002938,            0.002938
                 109,            0.026788,            0.038726,           0.0062645,             0.74598,             0.84593,             0.86087,             0.60105,            0.035692,            0.026455,           0.0023292,            0.002872,            0.002872,            0.002872
                 110,            0.026224,            0.040097,           0.0067849,             0.74841,             0.79369,             0.83569,             0.57793,            0.037324,            0.026603,           0.0023649,            0.002806,            0.002806,            0.002806
                 111,            0.026393,            0.039505,           0.0065224,             0.76677,              0.7587,             0.83679,             0.58236,            0.036572,            0.027181,           0.0024261,             0.00274,             0.00274,             0.00274
                 112,            0.025735,            0.040142,           0.0051254,             0.78286,              0.7686,             0.86209,             0.60055,            0.034562,            0.026951,           0.0026659,            0.002674,            0.002674,            0.002674
                 113,            0.027691,            0.041404,           0.0060531,             0.74717,             0.79669,             0.85635,             0.56178,            0.035843,            0.026822,           0.0028507,            0.002608,            0.002608,            0.002608
                 114,            0.025975,            0.042509,           0.0056693,             0.82801,             0.68601,              0.8383,              0.5875,            0.036703,            0.027226,           0.0027346,            0.002542,            0.002542,            0.002542
                 115,            0.026756,             0.03741,           0.0055654,             0.86198,             0.68324,             0.83006,             0.58242,            0.037775,            0.026882,           0.0028152,            0.002476,            0.002476,            0.002476
                 116,            0.026829,            0.043495,           0.0061216,             0.85185,             0.69047,             0.82048,             0.57658,            0.037069,            0.027234,           0.0026945,             0.00241,             0.00241,             0.00241
                 117,            0.025417,            0.040268,           0.0054516,              0.9247,             0.72938,             0.84423,             0.60473,            0.037508,            0.026156,           0.0026024,            0.002344,            0.002344,            0.002344
                 118,            0.027193,            0.040662,           0.0052365,             0.95812,             0.73252,              0.8604,             0.58633,            0.036133,            0.025908,           0.0024897,            0.002278,            0.002278,            0.002278
                 119,            0.025357,            0.041455,           0.0047926,              0.9512,             0.73194,             0.83925,             0.57973,            0.037198,            0.025812,           0.0022222,            0.002212,            0.002212,            0.002212
                 120,            0.025715,            0.038484,           0.0047249,             0.88909,              0.6875,              0.8372,             0.59353,            0.036289,             0.02583,           0.0021552,            0.002146,            0.002146,            0.002146
                 121,             0.02572,            0.040602,            0.005912,             0.77069,             0.75557,             0.79709,             0.55308,            0.036839,            0.024925,            0.002031,             0.00208,             0.00208,             0.00208
                 122,            0.025634,            0.038895,           0.0059583,             0.77877,             0.76876,             0.79369,             0.55628,            0.036016,            0.024964,           0.0018259,            0.002014,            0.002014,            0.002014
                 123,            0.024366,            0.040586,           0.0049343,             0.76328,             0.76852,             0.84746,             0.59442,            0.035886,             0.02524,            0.001674,            0.001948,            0.001948,            0.001948
                 124,            0.025216,            0.038377,           0.0058461,             0.75371,             0.76583,             0.84269,             0.59923,             0.03614,            0.025837,           0.0016786,            0.001882,            0.001882,            0.001882
                 125,             0.02462,             0.04118,           0.0051517,             0.74554,             0.79135,             0.84761,             0.57383,            0.037049,            0.026592,           0.0017632,            0.001816,            0.001816,            0.001816
                 126,            0.025844,            0.040017,           0.0061876,             0.76065,             0.74466,             0.82449,             0.58331,            0.037573,            0.028746,           0.0019486,             0.00175,             0.00175,             0.00175
                 127,            0.025301,            0.038682,           0.0051712,             0.76016,             0.77978,             0.87821,             0.59592,            0.036887,            0.027144,           0.0021532,            0.001684,            0.001684,            0.001684
                 128,            0.024751,            0.038998,           0.0061919,             0.73071,             0.81685,             0.88404,             0.60044,            0.036089,            0.027164,            0.002203,            0.001618,            0.001618,            0.001618
                 129,            0.024503,            0.038916,           0.0053213,             0.73558,             0.79529,             0.86205,             0.59851,            0.035825,            0.026717,           0.0022522,            0.001552,            0.001552,            0.001552
                 130,            0.023647,            0.035497,           0.0053147,             0.75737,             0.77961,             0.83322,             0.59081,            0.036202,            0.026799,           0.0021727,            0.001486,            0.001486,            0.001486
                 131,             0.02586,            0.039148,           0.0062291,             0.76016,             0.79019,             0.84571,              0.5937,            0.035844,            0.026801,           0.0020845,             0.00142,             0.00142,             0.00142
                 132,            0.023686,            0.037895,           0.0062674,             0.75691,             0.78842,             0.84036,              0.5924,            0.035997,            0.027363,           0.0020548,            0.001354,            0.001354,            0.001354
                 133,            0.024512,            0.037819,           0.0044493,             0.75908,             0.78794,             0.83906,             0.59024,            0.036086,            0.027439,           0.0020731,            0.001288,            0.001288,            0.001288
                 134,            0.024444,            0.041534,           0.0056227,             0.76345,             0.79147,              0.8566,             0.59845,            0.035688,            0.027493,           0.0020187,            0.001222,            0.001222,            0.001222
                 135,            0.024142,            0.038071,           0.0055583,             0.76385,             0.80614,             0.86442,             0.61431,            0.035587,            0.027404,           0.0019641,            0.001156,            0.001156,            0.001156
                 136,            0.023614,            0.035626,           0.0058073,             0.75906,             0.80542,             0.84209,             0.61084,            0.035737,            0.026878,           0.0019126,             0.00109,             0.00109,             0.00109
                 137,            0.024769,            0.038282,            0.005916,             0.74442,             0.80115,             0.83446,             0.60776,             0.03598,            0.026751,           0.0018571,            0.001024,            0.001024,            0.001024
                 138,            0.023872,            0.039064,            0.006196,             0.75674,             0.77542,             0.84078,             0.61186,            0.035657,            0.026323,           0.0019063,            0.000958,            0.000958,            0.000958
                 139,            0.022967,            0.036808,           0.0061575,              0.7552,             0.79745,             0.85747,             0.61458,            0.035393,            0.026479,           0.0019918,            0.000892,            0.000892,            0.000892
                 140,            0.023767,            0.038805,           0.0049265,             0.75264,             0.79999,             0.85287,             0.61593,             0.03546,            0.026396,           0.0019958,            0.000826,            0.000826,            0.000826
                 141,            0.023769,            0.038052,           0.0058549,             0.74666,             0.80438,             0.85202,             0.61646,            0.035683,            0.026398,            0.002037,             0.00076,             0.00076,             0.00076
                 142,            0.022908,             0.04047,           0.0054978,             0.75768,             0.77483,             0.84046,             0.61324,            0.035672,            0.026409,           0.0019632,            0.000694,            0.000694,            0.000694
                 143,            0.023688,            0.035772,           0.0059101,             0.75783,             0.77314,             0.84459,             0.61161,            0.035518,            0.026413,           0.0019741,            0.000628,            0.000628,            0.000628
                 144,            0.023452,            0.035703,           0.0052146,             0.75667,             0.77263,             0.85699,             0.61717,            0.035546,            0.026492,           0.0019604,            0.000562,            0.000562,            0.000562
                 145,            0.022788,            0.036031,           0.0054616,              0.7541,             0.77155,             0.85687,             0.60768,            0.035553,             0.02658,            0.001981,            0.000496,            0.000496,            0.000496
                 146,            0.023317,            0.035269,           0.0063178,             0.75105,             0.77652,             0.85154,             0.60489,            0.035462,            0.026712,           0.0019644,             0.00043,             0.00043,             0.00043
                 147,            0.023299,            0.038012,           0.0057378,             0.75396,             0.77344,             0.84569,             0.60807,            0.035458,            0.026837,           0.0019444,            0.000364,            0.000364,            0.000364
                 148,             0.02465,            0.037885,           0.0051655,             0.75476,             0.76786,             0.84413,              0.6036,            0.035487,            0.026847,           0.0019758,            0.000298,            0.000298,            0.000298
                 149,            0.022219,            0.036614,            0.004652,             0.75769,             0.76773,              0.8488,             0.60297,            0.035441,            0.026731,           0.0019421,            0.000232,            0.000232,            0.000232
